Mã học viên,Ngày tháng năm sinh,Ngày đăng ký,Khóa học,Người đăng ký,Học phí,Thời lượng,Kết quả sau khi học,Điểm test đầu vào,Khuyến mãi (khoá tiếp theo)),"Số kỹ năng học viên muốn đăng ký(nghe, nói, đọc, viết)",Điểm test đầu ra,Mã giảng viên,Đánh giá giảng viên,Họ và tên giảng viên,Giới tính,Ngày sinh gv,Địa chỉ(quê quán gv),Số điện thoại gv,Quốc tịch giáo viên,Số kỹ năng khoá học
HV563,2007-09-23,2021-05-11,Ôn luyên vào 10,Cha mẹ,1000000,tháng,Đạt,3.8,,4,8.4,GV01,2.0,Nguyễn Thị Thanh,Nữ,1986-01-01,"Số 1, phố Lý Thái Tổ, phường Hoàn Kiếm, quận Hoàn Kiếm, thành phố Hà Nội",912045579,VN,3
HV564,2002-09-19,2020-10-04,IELTS Foundation,Bạn bè,10000000,25 buổi,Đạt,4.2,15%,2,8.4,GV04,3.0,Nguyễn Đức Hà,Nam,1989-04-04,"Số 4, phố Trần Hưng Đạo, phường Cửa Nam, quận Hoàn Kiếm, thành phố Hà Nội",945678902,VN,4
HV564,2002-09-19,2020-11-27,Tiếng anh giao tiếp,Bạn bè,7200000,24 buổi,Đạt,3.4,5%,2,8.6,GV09,5.0,Trần Thị Lan,Nữ,1994-09-09,"Số 9, ngõ 20, phố Trần Hưng Đạo, phường Lê Chân, thành phố Hải Phòng, tỉnh Hải Phòng",990129457,VN,3
HV565,1994-03-21,2021-07-14,Ôn luyện THPTQG,Bản thân,1000000,tháng,Đạt,4.2,8%,2,8.7,GV05,4.0,Hoàng Thị Mai,Nữ,1990-05-05,"Số 5, ngõ 195, phố Ngọc Lâm, phường Ngọc Lâm, quận Long Biên, thành phố Hà Nội",956789013,VN,3
HV565,1994-03-21,2021-01-14,IELTS Foundation,Bản thân,10000000,25 buổi,Đạt,5.2,8%,2,8.8,GV02,3.0,Lê Văn Dũng,Nam,1987-02-02,"Số 2, đường Nguyễn Chí Thanh, phường Láng Hạ, quận Đống Đa, thành phố Hà Nội",923456780,VN,4
HV566,1992-07-07,2022-01-23,IELTS Foundation,Bản thân,10000000,25 buổi,Đạt,4.3,15%,2,8.5,GV04,5.0,Nguyễn Đức Hà,Nam,1989-04-04,"Số 4, phố Trần Hưng Đạo, phường Cửa Nam, quận Hoàn Kiếm, thành phố Hà Nội",945678902,VN,4
HV566,1992-07-07,2021-08-15,Tiếng anh giao tiếp,Bản thân,7200000,24 buổi,Đạt,3.9,8%,4,8.6,GV04,2.0,Nguyễn Đức Hà,Nam,1989-04-04,"Số 4, phố Trần Hưng Đạo, phường Cửa Nam, quận Hoàn Kiếm, thành phố Hà Nội",945678902,VN,3
HV566,1992-07-07,2022-07-12,B1,Bản thân,1000000,tháng,Không đạt,5.1,8%,2,4.5,GV09,4.0,Trần Thị Lan,Nữ,1994-09-09,"Số 9, ngõ 20, phố Trần Hưng Đạo, phường Lê Chân, thành phố Hải Phòng, tỉnh Hải Phòng",990129457,VN,3
HV567,2015-12-13,2023-05-07,English for Kids,Cha mẹ,3200000,24 buổi,Đạt,4.6,15%,4,8.6,GV02,4.0,Lê Văn Dũng,Nam,1987-02-02,"Số 2, đường Nguyễn Chí Thanh, phường Láng Hạ, quận Đống Đa, thành phố Hà Nội",923456780,VN,2
HV568,1990-10-02,2023-01-27,Ôn luyện THPTQG,Bạn bè,1000000,tháng,Đạt,5.4,15%,2,8.5,GV07,5.0,Nguyễn Văn Hùng,Nam,1992-07-07,"Số 7, ngõ 100, phố Nguyễn Thái Học, phường Quang Trung, thành phố Thái Nguyên, tỉnh Thái Nguyên",978903235,VN,3
HV568,1990-10-02,2021-05-22,Thuyết trình,Bản thân,3400000,24 buổi,Đạt,4.2,8%,3,8.5,GV03,5.0,Trần Thị Hồng,Nữ,1988-03-03,"Số 3, ngõ 42, phố Đặng Văn Ngữ, phường Trung Tự, quận Đống Đa, thành phố Hà Nội",934567891,VN,3
HV568,1990-10-02,2022-07-16,Tiếng anh giao tiếp,Bản thân,7200000,24 buổi,Đạt,4.7,,2,8.6,GV03,3.0,Trần Thị Hồng,Nữ,1988-03-03,"Số 3, ngõ 42, phố Đặng Văn Ngữ, phường Trung Tự, quận Đống Đa, thành phố Hà Nội",934567891,VN,3
HV569,1998-11-11,2020-07-23,IELTS Foundation,Bạn bè,10000000,25 buổi,Đạt,5.2,8%,4,8.5,GV09,4.0,Trần Thị Lan,Nữ,1994-09-09,"Số 9, ngõ 20, phố Trần Hưng Đạo, phường Lê Chân, thành phố Hải Phòng, tỉnh Hải Phòng",990129457,VN,4
HV569,1998-11-11,2022-10-27,IELTS Intensive,Bản thân,10000000,25 buổi,Đạt,5.1,8%,3,8.0,GV05,4.0,Hoàng Thị Mai,Nữ,1990-05-05,"Số 5, ngõ 195, phố Ngọc Lâm, phường Ngọc Lâm, quận Long Biên, thành phố Hà Nội",956789013,VN,4
HV570,2006-02-03,2021-07-02,English for Teens,Cha mẹ,3200000,24 buổi,Đạt,3.4,8%,3,8.3,GV01,5.0,Nguyễn Thị Thanh,Nữ,1986-01-01,"Số 1, phố Lý Thái Tổ, phường Hoàn Kiếm, quận Hoàn Kiếm, thành phố Hà Nội",912045579,VN,2
HV570,2006-02-03,2023-11-24,B1,Bản thân,1000000,tháng,Đạt,5.0,15%,4,8.4,GV04,4.0,Nguyễn Đức Hà,Nam,1989-04-04,"Số 4, phố Trần Hưng Đạo, phường Cửa Nam, quận Hoàn Kiếm, thành phố Hà Nội",945678902,VN,3
HV571,2015-09-09,2022-02-05,English for Kids,Cha mẹ,3200000,24 buổi,Không đạt,5.2,5%,4,4.8,GV03,3.0,Trần Thị Hồng,Nữ,1988-03-03,"Số 3, ngõ 42, phố Đặng Văn Ngữ, phường Trung Tự, quận Đống Đa, thành phố Hà Nội",934567891,VN,2
HV572,1994-01-13,2020-09-03,IELTS Foundation,Bản thân,10000000,25 buổi,Đạt,4.8,,3,8.5,GV03,4.0,Trần Thị Hồng,Nữ,1988-03-03,"Số 3, ngõ 42, phố Đặng Văn Ngữ, phường Trung Tự, quận Đống Đa, thành phố Hà Nội",934567891,VN,4
HV573,2001-05-25,2021-09-19,IELTS Foundation,Bản thân,10000000,25 buổi,Đạt,7.3,15%,3,8.4,GV09,4.0,Trần Thị Lan,Nữ,1994-09-09,"Số 9, ngõ 20, phố Trần Hưng Đạo, phường Lê Chân, thành phố Hải Phòng, tỉnh Hải Phòng",990129457,VN,4
HV573,2001-05-25,2021-07-05,Ôn luyện THPTQG,Bản thân,1000000,tháng,Đạt,5.0,8%,2,8.5,GV03,5.0,Trần Thị Hồng,Nữ,1988-03-03,"Số 3, ngõ 42, phố Đặng Văn Ngữ, phường Trung Tự, quận Đống Đa, thành phố Hà Nội",934567891,VN,3
HV574,1996-03-28,2023-06-26,Pre_IELTS,Bạn bè,10000000,24 buổi,Không đạt,5.4,,3,4.7,GV06,2.0,Phạm Thị Anh,Nữ,1991-06-06,"Số 6, phố Trần Phú, phường Nguyễn Trãi, quận Hà Đông, thành phố Hà Nội",967890124,VN,4
HV575,2004-03-20,2022-10-28,IELTS Intensive,Bản thân,10000000,25 buổi,Đạt,5.3,15%,4,7.8,GV03,3.0,Trần Thị Hồng,Nữ,1988-03-03,"Số 3, ngõ 42, phố Đặng Văn Ngữ, phường Trung Tự, quận Đống Đa, thành phố Hà Nội",934567891,VN,4
HV575,2004-03-20,2022-09-04,Tiếng anh giao tiếp,Bản thân,7200000,24 buổi,Không đạt,3.6,15%,2,4.7,GV02,4.0,Lê Văn Dũng,Nam,1987-02-02,"Số 2, đường Nguyễn Chí Thanh, phường Láng Hạ, quận Đống Đa, thành phố Hà Nội",923456780,VN,3
HV576,2006-10-28,2020-05-27,Ôn luyên vào 10,Cha mẹ,1000000,tháng,Đạt,4.9,,2,8.5,GV07,1.0,Nguyễn Văn Hùng,Nam,1992-07-07,"Số 7, ngõ 100, phố Nguyễn Thái Học, phường Quang Trung, thành phố Thái Nguyên, tỉnh Thái Nguyên",978903235,VN,3
HV577,2003-02-12,2021-04-14,IELTS Foundation,Bản thân,10000000,25 buổi,Đạt,5.2,,4,8.4,GV07,3.0,Nguyễn Văn Hùng,Nam,1992-07-07,"Số 7, ngõ 100, phố Nguyễn Thái Học, phường Quang Trung, thành phố Thái Nguyên, tỉnh Thái Nguyên",978903235,VN,4
HV577,2003-02-12,2022-06-25,IELTS Intensive,Bản thân,10000000,25 buổi,Đạt,5.7,15%,3,8.5,GV05,4.0,Hoàng Thị Mai,Nữ,1990-05-05,"Số 5, ngõ 195, phố Ngọc Lâm, phường Ngọc Lâm, quận Long Biên, thành phố Hà Nội",956789013,VN,4
HV577,2003-02-12,2022-10-14,Tiếng anh giao tiếp,Bản thân,7200000,24 buổi,Đạt,5.3,15%,3,8.6,GV01,4.0,Nguyễn Thị Thanh,Nữ,1986-01-01,"Số 1, phố Lý Thái Tổ, phường Hoàn Kiếm, quận Hoàn Kiếm, thành phố Hà Nội",912045579,VN,3
HV578,2013-02-06,2020-03-21,English for Kids,Cha mẹ,3200000,24 buổi,Không đạt,4.4,8%,3,3.5,GV08,3.0,Lê Thị Huyền,Nữ,1993-08-08,"Số 8, phố Hùng Vương, phường Ngô Quyền, thành phố Hải Phòng, tỉnh Hải Phòng",989092346,VN,2
HV579,2012-01-08,2021-03-16,English for Kids,Cha mẹ,3200000,24 buổi,Không đạt,4.3,5%,2,4.8,GV08,3.0,Lê Thị Huyền,Nữ,1993-08-08,"Số 8, phố Hùng Vương, phường Ngô Quyền, thành phố Hải Phòng, tỉnh Hải Phòng",989092346,VN,2
HV580,2011-03-22,2020-09-05,English for Kids,Cha mẹ,3200000,24 buổi,Không đạt,4.6,8%,2,5.2,GV01,1.0,Nguyễn Thị Thanh,Nữ,1986-01-01,"Số 1, phố Lý Thái Tổ, phường Hoàn Kiếm, quận Hoàn Kiếm, thành phố Hà Nội",912045579,VN,2
HV581,1992-08-11,2023-03-07,Ôn luyện THPTQG,Bản thân,1000000,tháng,Không đạt,4.4,5%,4,4.1,GV01,1.0,Nguyễn Thị Thanh,Nữ,1986-01-01,"Số 1, phố Lý Thái Tổ, phường Hoàn Kiếm, quận Hoàn Kiếm, thành phố Hà Nội",912045579,VN,3
HV582,2014-04-06,2023-01-04,English for Kids,Cha mẹ,3200000,24 buổi,Không đạt,4.2,8%,3,4.2,GV08,1.0,Lê Thị Huyền,Nữ,1993-08-08,"Số 8, phố Hùng Vương, phường Ngô Quyền, thành phố Hải Phòng, tỉnh Hải Phòng",989092346,VN,2
HV583,1992-05-04,2023-11-10,Pre_IELTS,Bạn bè,10000000,24 buổi,Không đạt,3.6,5%,3,4.3,GV05,2.0,Hoàng Thị Mai,Nữ,1990-05-05,"Số 5, ngõ 195, phố Ngọc Lâm, phường Ngọc Lâm, quận Long Biên, thành phố Hà Nội",956789013,VN,4
HV584,2003-06-23,2022-07-15,Pre_IELTS,Bản thân,10000000,24 buổi,Không đạt,4.2,8%,2,5.7,GV01,2.0,Nguyễn Thị Thanh,Nữ,1986-01-01,"Số 1, phố Lý Thái Tổ, phường Hoàn Kiếm, quận Hoàn Kiếm, thành phố Hà Nội",912045579,VN,4
HV585,1996-05-12,2022-12-06,Tiếng anh giao tiếp,Bản thân,7200000,24 buổi,Đạt,5.2,15%,3,8.7,GV01,4.0,Nguyễn Thị Thanh,Nữ,1986-01-01,"Số 1, phố Lý Thái Tổ, phường Hoàn Kiếm, quận Hoàn Kiếm, thành phố Hà Nội",912045579,VN,3
HV585,1996-05-12,2023-10-16,IELTS Foundation,Bản thân,10000000,25 buổi,Đạt,4.8,15%,4,7.9,GV04,5.0,Nguyễn Đức Hà,Nam,1989-04-04,"Số 4, phố Trần Hưng Đạo, phường Cửa Nam, quận Hoàn Kiếm, thành phố Hà Nội",945678902,VN,4
HV585,1996-05-12,2022-07-04,IELTS Intensive,Bản thân,10000000,25 buổi,Đạt,4.8,15%,3,8.2,GV07,5.0,Nguyễn Văn Hùng,Nam,1992-07-07,"Số 7, ngõ 100, phố Nguyễn Thái Học, phường Quang Trung, thành phố Thái Nguyên, tỉnh Thái Nguyên",978903235,VN,4
HV586,1994-07-27,2023-01-11,Ôn luyện THPTQG,Bản thân,1000000,tháng,Đạt,6.3,,3,8.3,GV02,3.0,Lê Văn Dũng,Nam,1987-02-02,"Số 2, đường Nguyễn Chí Thanh, phường Láng Hạ, quận Đống Đa, thành phố Hà Nội",923456780,VN,3
HV586,1994-07-27,2021-12-10,B1,Bản thân,1000000,tháng,Đạt,4.4,15%,3,8.6,GV09,5.0,Trần Thị Lan,Nữ,1994-09-09,"Số 9, ngõ 20, phố Trần Hưng Đạo, phường Lê Chân, thành phố Hải Phòng, tỉnh Hải Phòng",990129457,VN,3
HV586,1994-07-27,2022-08-19,Tiếng anh giao tiếp,Bản thân,7200000,24 buổi,Đạt,4.9,15%,3,8.7,GV08,5.0,Lê Thị Huyền,Nữ,1993-08-08,"Số 8, phố Hùng Vương, phường Ngô Quyền, thành phố Hải Phòng, tỉnh Hải Phòng",989092346,VN,3
HV587,2009-03-18,2020-10-04,English for Teens,Cha mẹ,3200000,24 buổi,Đạt,4.4,15%,3,8.7,GV06,4.0,Phạm Thị Anh,Nữ,1991-06-06,"Số 6, phố Trần Phú, phường Nguyễn Trãi, quận Hà Đông, thành phố Hà Nội",967890124,VN,2
HV587,2009-03-18,2021-11-05,Ôn luyên vào 10,Cha mẹ,1000000,tháng,Không đạt,5.0,8%,2,4.2,GV09,3.0,Trần Thị Lan,Nữ,1994-09-09,"Số 9, ngõ 20, phố Trần Hưng Đạo, phường Lê Chân, thành phố Hải Phòng, tỉnh Hải Phòng",990129457,VN,3
HV588,1992-07-20,2023-08-11,B1,Bản thân,1000000,tháng,Đạt,4.6,15%,2,9.0,GV07,4.0,Nguyễn Văn Hùng,Nam,1992-07-07,"Số 7, ngõ 100, phố Nguyễn Thái Học, phường Quang Trung, thành phố Thái Nguyên, tỉnh Thái Nguyên",978903235,VN,3
HV588,1992-07-20,2020-10-18,IELTS Intensive,Bản thân,10000000,25 buổi,Đạt,5.7,,4,8.4,GV02,5.0,Lê Văn Dũng,Nam,1987-02-02,"Số 2, đường Nguyễn Chí Thanh, phường Láng Hạ, quận Đống Đa, thành phố Hà Nội",923456780,VN,4
HV588,1992-07-20,2021-07-09,Ôn luyện THPTQG,Bản thân,1000000,tháng,Đạt,5.2,,4,8.6,GV03,4.0,Trần Thị Hồng,Nữ,1988-03-03,"Số 3, ngõ 42, phố Đặng Văn Ngữ, phường Trung Tự, quận Đống Đa, thành phố Hà Nội",934567891,VN,3
HV589,2015-05-04,2020-06-15,English for Kids,Cha mẹ,3200000,24 buổi,Đạt,4.3,,3,8.5,GV03,3.0,Trần Thị Hồng,Nữ,1988-03-03,"Số 3, ngõ 42, phố Đặng Văn Ngữ, phường Trung Tự, quận Đống Đa, thành phố Hà Nội",934567891,VN,2
HV590,1993-07-17,2023-05-03,Pre_IELTS,Bạn bè,10000000,24 buổi,Đạt,5.1,15%,3,8.6,GV07,3.0,Nguyễn Văn Hùng,Nam,1992-07-07,"Số 7, ngõ 100, phố Nguyễn Thái Học, phường Quang Trung, thành phố Thái Nguyên, tỉnh Thái Nguyên",978903235,VN,4
HV590,1993-07-17,2020-04-19,IELTS Foundation,Bản thân,10000000,25 buổi,Đạt,6.2,5%,4,8.6,GV07,3.0,Nguyễn Văn Hùng,Nam,1992-07-07,"Số 7, ngõ 100, phố Nguyễn Thái Học, phường Quang Trung, thành phố Thái Nguyên, tỉnh Thái Nguyên",978903235,VN,4
HV591,1999-09-05,2023-09-28,Pre_IELTS,Bạn bè,10000000,24 buổi,Đạt,5.7,,4,8.5,GV03,4.0,Trần Thị Hồng,Nữ,1988-03-03,"Số 3, ngõ 42, phố Đặng Văn Ngữ, phường Trung Tự, quận Đống Đa, thành phố Hà Nội",934567891,VN,4
HV591,1999-09-05,2023-11-23,IELTS Intensive,Bản thân,10000000,25 buổi,Không đạt,5.8,15%,4,4.3,GV02,4.0,Lê Văn Dũng,Nam,1987-02-02,"Số 2, đường Nguyễn Chí Thanh, phường Láng Hạ, quận Đống Đa, thành phố Hà Nội",923456780,VN,4
HV591,1999-09-05,2022-07-07,IELTS Foundation,Bản thân,10000000,25 buổi,Đạt,6.5,8%,3,8.3,GV07,3.0,Nguyễn Văn Hùng,Nam,1992-07-07,"Số 7, ngõ 100, phố Nguyễn Thái Học, phường Quang Trung, thành phố Thái Nguyên, tỉnh Thái Nguyên",978903235,VN,4
HV592,2014-09-10,2020-04-10,English for Kids,Cha mẹ,3200000,24 buổi,Không đạt,3.8,,2,5.0,GV05,1.0,Hoàng Thị Mai,Nữ,1990-05-05,"Số 5, ngõ 195, phố Ngọc Lâm, phường Ngọc Lâm, quận Long Biên, thành phố Hà Nội",956789013,VN,2
HV593,2009-09-19,2023-09-02,Ôn luyên vào 10,Cha mẹ,1000000,tháng,Không đạt,6.0,15%,2,4.5,GV01,5.0,Nguyễn Thị Thanh,Nữ,1986-01-01,"Số 1, phố Lý Thái Tổ, phường Hoàn Kiếm, quận Hoàn Kiếm, thành phố Hà Nội",912045579,VN,3
HV593,2009-09-19,2020-12-06,English for Teens,Cha mẹ,3200000,24 buổi,Đạt,6.5,,4,8.4,GV05,4.0,Hoàng Thị Mai,Nữ,1990-05-05,"Số 5, ngõ 195, phố Ngọc Lâm, phường Ngọc Lâm, quận Long Biên, thành phố Hà Nội",956789013,VN,2
HV594,1990-03-03,2022-02-24,IELTS Intensive,Bản thân,10000000,25 buổi,Đạt,4.8,8%,3,8.8,GV06,3.0,Phạm Thị Anh,Nữ,1991-06-06,"Số 6, phố Trần Phú, phường Nguyễn Trãi, quận Hà Đông, thành phố Hà Nội",967890124,VN,4
HV595,2014-03-11,2020-06-17,English for Kids,Cha mẹ,3200000,24 buổi,Không đạt,2.9,,3,4.8,GV06,3.0,Phạm Thị Anh,Nữ,1991-06-06,"Số 6, phố Trần Phú, phường Nguyễn Trãi, quận Hà Đông, thành phố Hà Nội",967890124,VN,2
HV596,2014-11-01,2020-01-03,English for Kids,Cha mẹ,3200000,24 buổi,Không đạt,5.4,8%,4,4.6,GV05,1.0,Hoàng Thị Mai,Nữ,1990-05-05,"Số 5, ngõ 195, phố Ngọc Lâm, phường Ngọc Lâm, quận Long Biên, thành phố Hà Nội",956789013,VN,2
HV597,1993-01-08,2023-09-22,Tiếng anh giao tiếp,Bản thân,7200000,24 buổi,Đạt,4.5,15%,3,8.6,GV06,4.0,Phạm Thị Anh,Nữ,1991-06-06,"Số 6, phố Trần Phú, phường Nguyễn Trãi, quận Hà Đông, thành phố Hà Nội",967890124,VN,3
HV597,1993-01-08,2021-12-19,IELTS Foundation,Bản thân,10000000,25 buổi,Đạt,5.8,8%,3,8.3,GV02,3.0,Lê Văn Dũng,Nam,1987-02-02,"Số 2, đường Nguyễn Chí Thanh, phường Láng Hạ, quận Đống Đa, thành phố Hà Nội",923456780,VN,4
HV597,1993-01-08,2021-10-21,B1,Bạn bè,1000000,tháng,,5.2,15%,3,,GV04,3.0,Nguyễn Đức Hà,Nam,1989-04-04,"Số 4, phố Trần Hưng Đạo, phường Cửa Nam, quận Hoàn Kiếm, thành phố Hà Nội",945678902,VN,3
HV598,1996-10-21,2021-02-13,B1,Bản thân,1000000,tháng,Đạt,5.4,5%,3,8.6,GV04,3.0,Nguyễn Đức Hà,Nam,1989-04-04,"Số 4, phố Trần Hưng Đạo, phường Cửa Nam, quận Hoàn Kiếm, thành phố Hà Nội",945678902,VN,3
HV599,2010-07-02,2022-09-25,Ôn luyên vào 10,Cha mẹ,1000000,tháng,Đạt,5.9,15%,4,8.4,GV08,5.0,Lê Thị Huyền,Nữ,1993-08-08,"Số 8, phố Hùng Vương, phường Ngô Quyền, thành phố Hải Phòng, tỉnh Hải Phòng",989092346,VN,3
HV599,2010-07-02,2020-05-24,English for Kids,Cha mẹ,3200000,24 buổi,Không đạt,4.9,15%,2,4.0,GV06,3.0,Phạm Thị Anh,Nữ,1991-06-06,"Số 6, phố Trần Phú, phường Nguyễn Trãi, quận Hà Đông, thành phố Hà Nội",967890124,VN,2
HV600,1991-09-07,2022-11-17,Pre_IELTS,Bạn bè,10000000,24 buổi,Đạt,4.6,5%,3,8.6,GV01,4.0,Nguyễn Thị Thanh,Nữ,1986-01-01,"Số 1, phố Lý Thái Tổ, phường Hoàn Kiếm, quận Hoàn Kiếm, thành phố Hà Nội",912045579,VN,4
HV600,1991-09-07,2021-10-08,B1,Bản thân,1000000,tháng,Đạt,7.0,8%,3,8.2,GV01,5.0,Nguyễn Thị Thanh,Nữ,1986-01-01,"Số 1, phố Lý Thái Tổ, phường Hoàn Kiếm, quận Hoàn Kiếm, thành phố Hà Nội",912045579,VN,3
HV600,1991-09-07,2021-10-23,IELTS Intensive,Bạn bè,10000000,25 buổi,Đạt,5.3,8%,2,8.5,GV08,3.0,Lê Thị Huyền,Nữ,1993-08-08,"Số 8, phố Hùng Vương, phường Ngô Quyền, thành phố Hải Phòng, tỉnh Hải Phòng",989092346,VN,4
HV601,2014-02-21,2023-04-18,English for Kids,Cha mẹ,3200000,24 buổi,Không đạt,6.2,8%,4,4.9,GV06,3.0,Phạm Thị Anh,Nữ,1991-06-06,"Số 6, phố Trần Phú, phường Nguyễn Trãi, quận Hà Đông, thành phố Hà Nội",967890124,VN,2
HV602,1992-10-16,2023-06-12,Tiếng anh giao tiếp,Bản thân,7200000,24 buổi,Không đạt,3.5,,2,4.7,GV04,2.0,Nguyễn Đức Hà,Nam,1989-04-04,"Số 4, phố Trần Hưng Đạo, phường Cửa Nam, quận Hoàn Kiếm, thành phố Hà Nội",945678902,VN,3
HV603,2005-10-12,2021-01-03,English for Teens,Cha mẹ,3200000,24 buổi,Không đạt,4.8,8%,3,5.1,GV06,1.0,Phạm Thị Anh,Nữ,1991-06-06,"Số 6, phố Trần Phú, phường Nguyễn Trãi, quận Hà Đông, thành phố Hà Nội",967890124,VN,2
HV604,2001-09-18,2022-07-05,Pre_IELTS,Bản thân,10000000,24 buổi,Đạt,5.7,5%,2,8.6,GV06,3.0,Phạm Thị Anh,Nữ,1991-06-06,"Số 6, phố Trần Phú, phường Nguyễn Trãi, quận Hà Đông, thành phố Hà Nội",967890124,VN,4
HV605,2015-07-15,2021-03-14,English for Kids,Cha mẹ,3200000,24 buổi,Không đạt,3.6,8%,3,5.3,GV06,2.0,Phạm Thị Anh,Nữ,1991-06-06,"Số 6, phố Trần Phú, phường Nguyễn Trãi, quận Hà Đông, thành phố Hà Nội",967890124,VN,2
HV606,2013-10-28,2022-10-07,English for Kids,Cha mẹ,3200000,24 buổi,Đạt,4.8,8%,4,8.7,GV09,2.0,Trần Thị Lan,Nữ,1994-09-09,"Số 9, ngõ 20, phố Trần Hưng Đạo, phường Lê Chân, thành phố Hải Phòng, tỉnh Hải Phòng",990129457,VN,2
HV607,2014-11-06,2020-11-06,English for Kids,Cha mẹ,3200000,24 buổi,Không đạt,6.3,5%,2,5.4,GV01,1.0,Nguyễn Thị Thanh,Nữ,1986-01-01,"Số 1, phố Lý Thái Tổ, phường Hoàn Kiếm, quận Hoàn Kiếm, thành phố Hà Nội",912045579,VN,2
HV608,1990-06-11,2021-03-14,Tiếng anh giao tiếp,Bạn bè,7200000,24 buổi,Không đạt,7.3,8%,4,5.8,GV02,2.0,Lê Văn Dũng,Nam,1987-02-02,"Số 2, đường Nguyễn Chí Thanh, phường Láng Hạ, quận Đống Đa, thành phố Hà Nội",923456780,VN,3
HV609,1999-04-21,2023-04-06,B1,Bản thân,1000000,tháng,Đạt,5.4,5%,3,8.5,GV02,5.0,Lê Văn Dũng,Nam,1987-02-02,"Số 2, đường Nguyễn Chí Thanh, phường Láng Hạ, quận Đống Đa, thành phố Hà Nội",923456780,VN,3
HV609,1999-04-21,2022-05-28,Tiếng anh giao tiếp,Bản thân,7200000,24 buổi,Đạt,4.7,8%,3,8.5,GV09,5.0,Trần Thị Lan,Nữ,1994-09-09,"Số 9, ngõ 20, phố Trần Hưng Đạo, phường Lê Chân, thành phố Hải Phòng, tỉnh Hải Phòng",990129457,VN,3
HV609,1999-04-21,2021-02-25,IELTS Intensive,Bạn bè,10000000,25 buổi,Đạt,4.8,15%,4,8.6,GV08,2.0,Lê Thị Huyền,Nữ,1993-08-08,"Số 8, phố Hùng Vương, phường Ngô Quyền, thành phố Hải Phòng, tỉnh Hải Phòng",989092346,VN,4
HV610,2001-02-02,2021-06-15,IELTS Intensive,Bản thân,10000000,25 buổi,Đạt,3.9,15%,4,8.2,GV09,5.0,Trần Thị Lan,Nữ,1994-09-09,"Số 9, ngõ 20, phố Trần Hưng Đạo, phường Lê Chân, thành phố Hải Phòng, tỉnh Hải Phòng",990129457,VN,4
HV610,2001-02-02,2020-07-26,B1,Bản thân,1000000,tháng,Đạt,4.0,5%,2,8.5,GV05,4.0,Hoàng Thị Mai,Nữ,1990-05-05,"Số 5, ngõ 195, phố Ngọc Lâm, phường Ngọc Lâm, quận Long Biên, thành phố Hà Nội",956789013,VN,3
HV610,2001-02-02,2022-03-16,Pre_IELTS,Bản thân,10000000,24 buổi,Đạt,5.8,15%,4,8.5,GV03,4.0,Trần Thị Hồng,Nữ,1988-03-03,"Số 3, ngõ 42, phố Đặng Văn Ngữ, phường Trung Tự, quận Đống Đa, thành phố Hà Nội",934567891,VN,4
HV611,1990-09-22,2020-09-20,IELTS Intensive,Bạn bè,10000000,25 buổi,Không đạt,5.1,15%,4,5.4,GV03,3.0,Trần Thị Hồng,Nữ,1988-03-03,"Số 3, ngõ 42, phố Đặng Văn Ngữ, phường Trung Tự, quận Đống Đa, thành phố Hà Nội",934567891,VN,4
HV611,1990-09-22,2020-03-08,Thuyết trình,Bản thân,3400000,24 buổi,Đạt,6.0,15%,4,8.2,GV09,5.0,Trần Thị Lan,Nữ,1994-09-09,"Số 9, ngõ 20, phố Trần Hưng Đạo, phường Lê Chân, thành phố Hải Phòng, tỉnh Hải Phòng",990129457,VN,3
HV612,2012-02-02,2020-08-24,English for Kids,Cha mẹ,3200000,24 buổi,Không đạt,4.7,8%,4,5.5,GV09,1.0,Trần Thị Lan,Nữ,1994-09-09,"Số 9, ngõ 20, phố Trần Hưng Đạo, phường Lê Chân, thành phố Hải Phòng, tỉnh Hải Phòng",990129457,VN,2
HV613,1990-09-11,2020-05-07,Pre_IELTS,Bản thân,10000000,24 buổi,Không đạt,5.3,8%,2,4.3,GV07,2.0,Nguyễn Văn Hùng,Nam,1992-07-07,"Số 7, ngõ 100, phố Nguyễn Thái Học, phường Quang Trung, thành phố Thái Nguyên, tỉnh Thái Nguyên",978903235,VN,4
HV614,2003-02-03,2022-10-27,IELTS Foundation,Bản thân,10000000,25 buổi,Đạt,4.7,15%,3,8.9,GV01,5.0,Nguyễn Thị Thanh,Nữ,1986-01-01,"Số 1, phố Lý Thái Tổ, phường Hoàn Kiếm, quận Hoàn Kiếm, thành phố Hà Nội",912045579,VN,4
HV614,2003-02-03,2022-01-21,Thuyết trình,Bản thân,3400000,24 buổi,Đạt,5.8,8%,3,8.5,GV03,3.0,Trần Thị Hồng,Nữ,1988-03-03,"Số 3, ngõ 42, phố Đặng Văn Ngữ, phường Trung Tự, quận Đống Đa, thành phố Hà Nội",934567891,VN,3
HV614,2003-02-03,2023-01-27,B1,Bản thân,1000000,tháng,Đạt,5.7,15%,3,8.9,GV02,5.0,Lê Văn Dũng,Nam,1987-02-02,"Số 2, đường Nguyễn Chí Thanh, phường Láng Hạ, quận Đống Đa, thành phố Hà Nội",923456780,VN,3
